BusinessEntityID,NationalIDNumber,LoginID,OrganizationNode,OrganizationLevel,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,rowguid,ModifiedDate,AllocatedWorkHours,EthnicBackground,EfficiencyDuringWorkHours,KeyboardPressesPerDay,AutomatedScore
244,931190412,adventure-works\bryan1,/4/2/3/,1,Accounts Receivable Specialist,00:00.0,S,M,00:00.0,FALSE,62,51,TRUE,CB3E71EC-A381-4716-87DF-D3841AB9795A,00:00.0,67%,Cambodian,26%,1192,30
245,363910111,adventure-works\barbara1,/4/2/4/,4,Accountant,00:00.0,M,F,00:00.0,TRUE,58,49,TRUE,3FFBA84E-8E97-4649-A5E1-859649D83AAE,00:00.0,65%,Chinese,37%,266,18
246,663843431,adventure-works\dragan0,/4/2/5/,3,Accounts Payable Specialist,00:00.0,M,F,00:00.0,FALSE,63,51,TRUE,51C54D34-064B-44F7-A6B1-7702BD491980,00:00.0,67%,Filipino,45%,734,43
247,519756660,adventure-works\janet0,/4/2/6/,1,Accounts Payable Specialist,00:00.0,M,M,00:00.0,FALSE,64,52,TRUE,0C641D77-8675-493F-9947-8C65136559CD,00:00.0,68%,Georgian,51%,1959,34
248,480951955,adventure-works\mike0,/4/2/7/,1,Accountant,00:00.0,S,M,00:00.0,TRUE,59,49,TRUE,AC35337D-7C75-4DEE-BB11-6564F257FE18,00:00.0,65%,Indian,63%,1214,11
250,895209680,adventure-works\sheela0,/4/3/1/,2,Purchasing Manager,00:00.0,S,M,00:00.0,TRUE,49,44,TRUE,7D6B0155-0191-4599-8394-378EBDE63C9A,00:00.0,60%,Indonesian,84%,1332,19
265,749389530,adventure-works\ashvini0,/5/1/1/,1,Network Administrator,00:00.0,S,M,00:00.0,FALSE,70,55,TRUE,2E680C1C-7C02-4343-9626-6F97273414C0,00:00.0,71%,US,28%,320,91
266,672243793,adventure-works\peter1,/5/1/2/,3,Network Administrator,00:00.0,S,F,00:00.0,FALSE,69,54,TRUE,86601E6A-6955-40FC-BB4A-1053A843CE99,00:00.0,70%,US,41%,1741,89
275,841560125,adventure-works\michael9,/6/1/1/,2,Sales Representative,00:00.0,S,M,00:00.0,TRUE,38,39,TRUE,E19F8DE2-0F40-418C-84A2-DB48B98DC6A2,00:00.0,55%,Sri Lankan,91%,1370,18
276,191644724,adventure-works\linda3,/6/1/2/,3,Sales Representative,00:00.0,M,F,00:00.0,TRUE,27,33,TRUE,4509F387-D73A-43DC-A502-B1C27AA1DC9E,00:00.0,49%,Japanese,43%,370,54
277,615389812,adventure-works\jillian0,/6/1/3/,3,Sales Representative,00:00.0,S,F,00:00.0,TRUE,24,32,TRUE,A011C97B-081C-4739-996F-C1CAC4532F8D,00:00.0,48%,Kazakh,45%,644,62
278,234474252,adventure-works\garrett1,/6/1/4/,2,Sales Representative,00:00.0,M,M,00:00.0,TRUE,33,36,TRUE,50EECC16-0D0D-43A9-9649-016C06DE8D78,00:00.0,52%,Korean,83%,1833,19
279,716374314,adventure-works\tsvi0,/6/1/5/,4,Sales Representative,00:00.0,M,F,00:00.0,TRUE,29,34,TRUE,BB510FCE-0105-4306-B591-6450D9EBF401,00:00.0,50%,Kyrgyz,39%,588,33
280,61161660,adventure-works\pamela0,/6/1/6/,3,Sales Representative,00:00.0,S,F,00:00.0,TRUE,22,31,TRUE,7627B9D6-0707-4706-9AD9-0D37506B08AE,00:00.0,47%,Lao,59%,1513,59
281,139397894,adventure-works\shu0,/6/1/7/,3,Sales Representative,00:00.0,M,F,00:00.0,TRUE,26,33,TRUE,4103C891-37E8-4DFC-AEAC-B55E2BC1BE1C,00:00.0,49%,Lebanese,30%,1858,64
282,399771412,adventure-works\josé1,/6/1/8/,3,Sales Representative,00:00.0,M,F,00:00.0,TRUE,31,35,TRUE,FD3992FB-3067-451D-A09D-73BD53C0FECA,00:00.0,51%,Malaysian,72%,1024,41
283,987554265,adventure-works\david8,/6/1/9/,3,Sales Representative,00:00.0,S,F,00:00.0,TRUE,23,31,TRUE,1E8F9E91-508F-4D49-ACD2-775C836030ED,00:00.0,47%,Maldivian,26%,1951,57
284,90836195,adventure-works\tete0,/6/1/10/,3,Sales Representative,00:00.0,M,F,00:00.0,TRUE,39,39,TRUE,0C67CE00-DE78-4712-908F-06939A2C58D5,00:00.0,55%,Mongolian,22%,630,58
286,758596752,adventure-works\lynn0,/6/2/1/,2,Sales Representative,00:00.0,S,M,00:00.0,TRUE,36,38,TRUE,4A9A8407-A680-4A6B-8D03-511CB58F9A8A,00:00.0,54%,Nepalese,54%,529,35
288,954276278,adventure-works\rachel0,/6/3/1/,1,Sales Representative,00:00.0,S,M,00:00.0,TRUE,35,37,TRUE,B9BF7741-E0CA-4F37-ACDE-A4F78C6D03E9,00:00.0,53%,North Korean,29%,337,28
289,668991357,adventure-works\jae0,/6/3/2/,1,Sales Representative,00:00.0,M,M,00:00.0,TRUE,37,38,TRUE,723A5921-D8A1-4659-9BC4-13C4CF7C9C91,00:00.0,54%,Omani,85%,622,45
290,134219713,adventure-works\ranjit0,/6/3/3/,4,Sales Representative,00:00.0,S,F,00:00.0,TRUE,34,37,TRUE,604213F9-DD0F-43B4-BDD2-C96E93D3F4BF,00:00.0,53%,Pakistani,56%,440,34
1,295847284,adventure-works\ken0,,1,Chief Executive Officer,00:00.0,S,M,00:00.0,TRUE,99,69,TRUE,F01251E5-96A3-448D-981E-0F99D789110D,00:00.0,85%,US,57%,223,78
2,245797967,adventure-works\terri0,/1/,3,Vice President of Engineering,00:00.0,S,F,00:00.0,TRUE,1,20,TRUE,45E8F437-670D-4409-93CB-F9424A40D6EE,00:00.0,36%,Philippine,33%,939,50
3,509647174,adventure-works\roberto0,/1/1/,2,Engineering Manager,00:00.0,M,M,00:00.0,TRUE,2,21,TRUE,9BBBFB2C-EFBB-4217-9AB7-F97689328841,00:00.0,37%,Polish,27%,757,26
16,24756624,adventure-works\david0,/2/,3,Marketing Manager,00:00.0,S,F,00:00.0,TRUE,40,40,TRUE,E87029AA-2CBA-4C03-B948-D83AF0313E28,00:00.0,56%,Singaporean,42%,1698,32
17,253022876,adventure-works\kevin0,/2/1/,4,Marketing Assistant,00:00.0,S,F,00:00.0,FALSE,42,41,TRUE,1B480240-95C0-410F-A717-EB29943C8886,00:00.0,57%,South Korean,72%,1739,18
18,222969461,adventure-works\john5,/2/2/,2,Marketing Specialist,00:00.0,S,M,00:00.0,FALSE,48,44,TRUE,64730415-1F58-4E5B-8FA8-5E4DAEBA53B4,00:00.0,60%,Sri Lankan,90%,662,55
19,52541318,adventure-works\mary2,/2/3/,3,Marketing Assistant,00:00.0,S,F,00:00.0,FALSE,43,41,TRUE,1F6DA901-C7F7-48A8-8EEF-D81868D72B52,00:00.0,57%,Taiwanese,37%,631,48
20,323403273,adventure-works\wanida0,/2/4/,1,Marketing Assistant,00:00.0,M,M,00:00.0,FALSE,41,40,TRUE,43CCA446-DA1C-454C-8530-873AD2923E1B,00:00.0,56%,Tajik,46%,1661,21
21,243322160,adventure-works\terry0,/2/5/,3,Marketing Specialist,00:00.0,M,F,00:00.0,FALSE,44,42,TRUE,AD0D7626-4506-45C4-898F-9D7A0E13AABD,00:00.0,58%,Thai,64%,1260,38
22,95958330,adventure-works\sariya0,/2/6/,4,Marketing Specialist,00:00.0,S,F,00:00.0,FALSE,45,42,TRUE,AF21F1B7-0691-48AD-B325-B8F2D7B2268A,00:00.0,58%,Turkmen,31%,339,30
23,767955365,adventure-works\mary0,/2/7/,2,Marketing Specialist,00:00.0,M,M,00:00.0,FALSE,46,43,TRUE,90899830-127E-4876-85CA-7F6E03025281,00:00.0,59%,Uzbek,20%,718,64
24,72636981,adventure-works\jill0,/2/8/,1,Marketing Specialist,00:00.0,M,M,00:00.0,FALSE,47,43,TRUE,53575C58-FBA1-4C1A-B8FF-95E050B44393,00:00.0,59%,Vietnamese,27%,755,30
25,519899904,adventure-works\james1,/3/,4,Vice President of Production,00:00.0,S,F,00:00.0,TRUE,64,52,TRUE,D7314F24-2AF1-429C-9BBB-4038F45F3E6C,00:00.0,68%,Yakut,46%,1220,56
26,277173473,adventure-works\peter0,/3/1/,4,Production Control Manager,00:00.0,M,F,00:00.0,TRUE,43,41,TRUE,69D5D162-E817-45E7-9DEC-5D9B8310E7B1,17:08.6,57%,Yi,67%,1931,60
211,398223854,adventure-works\hazem0,/3/2/,1,Quality Assurance Manager,00:00.0,S,M,00:00.0,TRUE,80,60,TRUE,05C84608-F445-4F9D-BB5C-0828C309C29D,17:08.6,76%,US,41%,486,93
222,685233686,adventure-works\ascott0,/3/3/,1,Master Scheduler,00:00.0,S,M,00:00.0,FALSE,44,42,TRUE,13909262-4136-492F-BCA3-0B0E3773B03E,17:08.6,58%,Amish,38%,813,26
227,141165819,adventure-works\gary1,/3/4/,2,Facilities Manager,00:00.0,M,M,00:00.0,TRUE,86,63,TRUE,62F6EC59-5635-44F3-9CC1-2D8EEAF90A05,00:00.0,79%,US,61%,343,80
234,184188301,adventure-works\laura1,/4/,1,Chief Financial Officer,00:00.0,M,M,00:00.0,TRUE,0,20,TRUE,D5E315A6-BD65-4D67-9D5F-81EF5C4EF8A6,00:00.0,36%,Ashanti,56%,1231,68
235,535145551,adventure-works\paula0,/4/1/,1,Human Resources Manager,00:00.0,M,M,00:00.0,TRUE,54,47,TRUE,65028F15-4149-4DE5-B203-9D7EC86BAF87,00:00.0,63%,Balochi,49%,906,17
241,30845,adventure-works\david6,/4/2/,3,Accounts Manager,00:00.0,M,F,00:00.0,TRUE,57,48,TRUE,2DC9D534-F5D1-4A14-8282-0A2A0EB6FD4D,00:00.0,64%,Balinese,45%,1967,64
249,121491555,adventure-works\wendy0,/4/3/,3,Finance Manager,00:00.0,S,F,00:00.0,TRUE,55,47,TRUE,8F410408-4AA8-4D67-886D-530BFE4EBE3B,00:00.0,63%,Breton,51%,1466,55
262,231203233,adventure-works\david5,/4/4/,4,Assistant to the Chief Financial Officer,00:00.0,S,F,00:00.0,FALSE,56,48,TRUE,BE81FD77-428C-449F-AB79-48B1CDF53D6A,00:00.0,64%,Ashkenazi Jewish,30%,780,16
263,441044382,adventure-works\jean0,/5/,4,Information Services Manager,00:00.0,S,F,00:00.0,TRUE,65,52,TRUE,794A0B1F-C46A-401C-984D-008996FC7092,00:00.0,68%,Aymara,51%,341,17
264,858323870,adventure-works\stephanie0,/5/1/,2,Network Manager,00:00.0,S,M,00:00.0,TRUE,68,54,TRUE,221CBB7B-8BAE-452B-A16F-A67EBB3873C8,00:00.0,70%,US,27%,1541,89
267,58317344,adventure-works\karen1,/5/2/,1,Application Specialist,00:00.0,S,M,00:00.0,TRUE,74,57,TRUE,45C3D0F5-3332-419D-AD40-A98996BB5531,00:00.0,73%,US,30%,1312,72
268,314747499,adventure-works\ramesh0,/5/3/,4,Application Specialist,00:00.0,S,F,00:00.0,TRUE,73,56,TRUE,BE190269-4003-4D7F-809E-7B3FDC235DA8,00:00.0,72%,US,89%,1966,75
269,671089628,adventure-works\dan0,/5/4/,3,Application Specialist,00:00.0,M,F,00:00.0,TRUE,72,56,TRUE,71B0D010-5AC5-4E91-8EFA-C311C1372A73,00:00.0,72%,US,49%,448,75
270,643805155,adventure-works\françois0,/5/5/,4,Database Administrator,00:00.0,S,F,00:00.0,TRUE,67,53,TRUE,0C7F025D-8D56-48EF-86C0-F09DB63D0182,00:00.0,69%,Algonquin,33%,212,21
271,929666391,adventure-works\dan1,/5/6/,3,Database Administrator,00:00.0,M,F,00:00.0,TRUE,66,53,TRUE,2474E1A9-902D-466C-B0B2-6DCAC927F753,00:00.0,69%,Amerindian,32%,439,32
272,525932996,adventure-works\janaina0,/5/7/,1,Application Specialist,00:00.0,M,M,00:00.0,TRUE,71,55,TRUE,241535C7-7A31-4A6A-9E0D-A83C30C2EDDA,00:00.0,71%,US,88%,750,78
273,112432117,adventure-works\brian3,/6/,4,Vice President of Sales,00:00.0,S,F,00:00.0,TRUE,10,25,TRUE,F3EC557C-8B41-4EE6-BB0C-E3B93AFF81E5,00:00.0,41%,Balochi,69%,1424,24
274,502097814,adventure-works\stephen0,/6/1/,1,North American Sales Manager,00:00.0,M,M,00:00.0,TRUE,14,27,TRUE,86D5FA9E-4BC0-48C8-91DC-1EC467418D11,00:00.0,43%,Balinese,30%,939,57
285,481044938,adventure-works\syed0,/6/2/,3,Pacific Sales Manager,00:00.0,M,F,00:00.0,TRUE,20,30,TRUE,86F292DB-B73C-429D-9912-800994D809FB,00:00.0,46%,Breton,44%,745,49
287,982310417,adventure-works\amy0,/6/3/,2,European Sales Manager,00:00.0,M,M,00:00.0,TRUE,21,30,TRUE,66D66445-EE78-4676-9E66-0E22D6109A92,00:00.0,46%,Ashkenazi Jewish,49%,1087,65
